timestamp,zone_id,hour,day_of_week,is_weekend,is_holiday,temperature,rainfall,current_occupancy,capacity,average_duration,future_occupancy
2026-01-06 11:30:00,Z001,11,1,0,0,24.99,3.0,14.0,40,67.4,15.0
2026-01-06 12:00:00,Z001,12,1,0,0,24.99,3.0,15.0,40,67.4,16.0
2026-01-06 12:30:00,Z001,12,1,0,0,24.99,3.0,16.0,40,67.4,23.0
2026-01-06 13:00:00,Z001,13,1,0,0,24.99,3.0,23.0,40,67.4,18.0
2026-01-06 13:30:00,Z001,13,1,0,0,24.99,3.0,18.0,40,67.4,23.0
2026-01-06 14:00:00,Z001,14,1,0,0,24.99,3.0,23.0,40,67.4,19.0
2026-01-06 14:30:00,Z001,14,1,0,0,24.99,3.0,19.0,40,67.4,15.0
2026-01-06 15:00:00,Z001,15,1,0,0,24.99,3.0,15.0,40,67.4,10.0
2026-01-06 15:30:00,Z001,15,1,0,0,24.99,3.0,10.0,40,67.4,7.0
2026-01-06 16:00:00,Z001,16,1,0,0,24.99,3.0,7.0,40,67.4,6.0
2026-01-06 16:30:00,Z001,16,1,0,0,24.99,3.0,6.0,40,67.4,5.0
2026-01-06 17:00:00,Z001,17,1,0,0,24.99,3.0,5.0,40,67.4,17.0
2026-01-06 17:30:00,Z001,17,1,0,0,24.99,3.0,17.0,40,67.4,23.0
2026-01-06 18:00:00,Z001,18,1,0,0,24.99,3.0,23.0,40,67.4,19.0
2026-01-06 18:30:00,Z001,18,1,0,0,24.99,3.0,19.0,40,67.4,31.0
2026-01-06 19:00:00,Z001,19,1,0,0,24.99,3.0,31.0,40,67.4,24.0
2026-01-06 19:30:00,Z001,19,1,0,0,24.99,3.0,24.0,40,67.4,23.0
2026-01-06 20:00:00,Z001,20,1,0,0,24.99,3.0,23.0,40,67.4,10.0
2026-01-06 20:30:00,Z001,20,1,0,0,24.99,3.0,10.0,40,67.4,7.0
2026-01-06 21:00:00,Z001,21,1,0,0,24.99,3.0,7.0,40,67.4,8.0
2026-01-06 21:30:00,Z001,21,1,0,0,24.99,3.0,8.0,40,67.4,6.0
2026-01-06 22:00:00,Z001,22,1,0,0,24.99,3.0,6.0,40,67.4,5.0
2026-01-06 22:30:00,Z001,22,1,0,0,24.99,3.0,5.0,40,67.4,3.0
2026-01-06 23:00:00,Z001,23,1,0,0,24.99,3.0,3.0,40,67.4,6.0
2026-01-06 23:30:00,Z001,23,1,0,0,24.99,3.0,6.0,40,67.4,4.0
2026-01-07 00:00:00,Z001,0,2,0,0,26.84,0.23,4.0,40,67.4,2.0
2026-01-07 00:30:00,Z001,0,2,0,0,26.84,0.23,2.0,40,67.4,1.0
2026-01-07 01:00:00,Z001,1,2,0,0,26.84,0.23,1.0,40,67.4,1.0
2026-01-07 01:30:00,Z001,1,2,0,0,26.84,0.23,1.0,40,67.4,1.0
2026-01-07 02:00:00,Z001,2,2,0,0,26.84,0.23,1.0,40,67.4,1.0
2026-01-07 02:30:00,Z001,2,2,0,0,26.84,0.23,1.0,40,67.4,0.0
2026-01-07 03:00:00,Z001,3,2,0,0,26.84,0.23,0.0,40,67.4,0.0
