event_id,timestamp,vehicle_id,zone_id,event_type,parking_duration,occupancy,capacity,latitude,longitude,temperature,rainfall,day_of_week,is_holiday
E00222111,2026-01-01 05:03:00,V05687,Z014,ENTRY,0,3,121,19.122759,72.855483,25.68,0.0,3,1
E00389379,2026-01-01 05:03:13,V04229,Z020,ENTRY,0,1,84,19.098586,72.835057,25.68,0.0,3,1
E00222112,2026-01-01 05:03:31,V00989,Z014,ENTRY,0,4,121,19.123457,72.854378,25.68,0.0,3,1
E00126553,2026-01-01 05:03:32,V04494,Z007,ENTRY,0,3,40,19.083385,72.833946,25.68,0.0,3,1
E00355407,2026-01-01 05:03:36,V00358,Z018,ENTRY,0,1,45,19.020809,72.852191,25.68,0.0,3,1
E00259114,2026-01-01 05:03:53,V04459,Z015,ENTRY,0,2,116,19.108552,72.918423,25.68,0.0,3,1
E00135233,2026-01-01 05:03:56,V01703,Z008,ENTRY,0,3,113,19.023895,72.874022,25.68,0.0,3,1
E00362679,2026-01-01 05:04:15,V04512,Z019,ENTRY,0,3,130,19.034962,72.899078,25.68,0.0,3,1
E00025792,2026-01-01 05:04:34,V03684,Z003,ENTRY,0,6,108,19.092756,72.855815,25.68,0.0,3,1
E00092234,2026-01-01 05:05:04,V04552,Z006,ENTRY,0,6,133,19.04267,72.84087,25.68,0.0,3,1
E00135234,2026-01-01 05:05:08,V03501,Z008,ENTRY,0,4,113,19.024106,72.874967,25.68,0.0,3,1
E00303085,2026-01-01 05:05:33,V01893,Z016,ENTRY,0,5,124,19.038944,72.914198,25.68,0.0,3,1
E00041268,2026-01-01 05:05:46,V04645,Z004,ENTRY,0,2,82,19.114417,72.861401,25.68,0.0,3,1
E00062764,2026-01-01 05:05:51,V02974,Z005,ENTRY,0,6,81,19.069053,72.874698,25.68,0.0,3,1
E00092235,2026-01-01 05:05:55,V00372,Z006,ENTRY,0,7,133,19.04302,72.84062,25.68,0.0,3,1
E00389380,2026-01-01 05:05:57,V04174,Z020,ENTRY,0,2,84,19.098626,72.834808,25.68,0.0,3,1
E00389381,2026-01-01 05:05:58,V02528,Z020,ENTRY,0,3,84,19.098052,72.834101,25.68,0.0,3,1
E00389382,2026-01-01 05:06:21,V05122,Z020,ENTRY,0,4,84,19.097068,72.833923,25.68,0.0,3,1
E00303086,2026-01-01 05:06:26,V05580,Z016,ENTRY,0,6,124,19.039048,72.913866,25.68,0.0,3,1
